Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate,key_resp.rt
space,3.875,2.752456324,,space,0.262,0,0,0,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,7.941995371,,space,0.306,1,0,1,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,4.803256589,,space,0.253,2,0,2,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,6.660388693,,space,0.35,3,0,3,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,6.315402603,,space,0.336,4,0,4,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,3.683236064,,space,0.29,5,0,5,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,9.433569246,,space,0.287,6,0,6,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,4.048192086,,space,0.259,7,0,7,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,2.451378173,,space,0.471,8,0,8,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,4.087006906,,space,0.339,9,0,9,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,2.886297256,,space,0.317,10,0,10,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,8.724901681,,space,0.309,11,0,11,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,2.974526216,,space,0.33,12,0,12,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,2.139135918,,space,0.385,13,0,13,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
,,7.281996769,,space,0.256,14,0,14,0,1,FS41243,2,2020-06-27_15h29.57.833,PVT builder,2020.1.3,MacIntel,60,
