Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate,key_resp.rt
space,4.092905,8.851507762,,space,0.264375,0,0,0,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,7.098703071,,space,0.26719,1,0,1,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,5.217597908,,space,0.267725,2,0,2,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,7.894844827,,space,0.244245,3,0,3,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,9.723807696,,space,0.26756,4,0,4,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,9.369143879,,space,0.225625,5,0,5,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,2.491403026,,space,0.29218,6,0,6,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,4.706096871,,space,0.279215,7,0,7,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,7.438359776,,space,0.251395,8,0,8,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,8.047148922,,space,0.401185,9,0,9,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,8.878723334,,space,0.223175,10,0,10,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,5.550882677,,space,0.31781,11,0,11,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,3.939485662,,space,0.2674,12,0,12,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,7.525534546,,space,0.26725,13,0,13,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,9.194601818,,space,0.229635,14,0,14,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,6.212936759,,space,0.27933,15,0,15,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,5.05272477,,space,0.354585,16,0,16,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,5.790754826,,space,0.270865,17,0,17,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,7.357264749,,space,0.36818,18,0,18,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,2.826589866,"[""space"",""space"",""space"",""space"",""space""]",space,0.26035,19,0,19,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,"[0.04331500001717359,0.549944999977015,0.7778949999483302,1.0330900000408292,1.285245000035502]"
,,6.749749651,"[""space""]",space,0.2681,20,0,20,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,[5.493845000048168]
,,8.706744485,,space,0.333715,21,0,21,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,8.066819026,,space,0.23884,22,0,22,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,2.312052345,,space,0.64343,23,0,23,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,5.174124073,,space,0.20783,24,0,24,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,5.964893526,,space,0.224625,25,0,25,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,3.811373353,,space,0.31816,26,0,26,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,5.955322327,,space,0.22921,27,0,27,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,9.435853871,,space,0.221035,28,0,28,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,5.580203495,,space,0.257615,29,0,29,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,3.001234992,,space,0.244685,30,0,30,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,8.070198793,,space,0.20334,31,0,31,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,2.546008622,,space,0.267355,32,0,32,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,9.650061004,"[""space""]",space,0.27104,33,0,33,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,[7.924725000048056]
,,2.202751255,"[""space""]",space,0.350905,34,0,34,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,[0.6882449999684468]
,,3.781076675,,space,0.36779,35,0,35,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,2.636057394,,space,0.234445,36,0,36,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,4.086106063,,space,0.228025,37,0,37,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,5.91576804,"[""space""]",space,0.404475,38,0,38,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,[5.891529999906197]
,,8.233492764,,space,0.22615,39,0,39,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,
,,7.968241212,"[""space"",""space"",""space""]",space,0.303175,40,0,40,0,1,RH41676,2,2020-07-14_16h34.48.281,PVT builder,2020.1.3,Win32,60,"[6.287765000015497,6.458525000023656,6.6639550001127645]"
