Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
space,7.114825,8.598357865,,space,22.683655,0,0,0,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,6.354501133,,space,16.53778,1,0,1,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,4.924518103,,space,1.607445,2,0,2,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,9.200674119,,space,2.67386,3,0,3,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,5.889356318,,space,2.72555,4,0,4,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,4.726711848,,space,4.274295,5,0,5,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,3.429582603,,space,1.169335,6,0,6,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,2.870988098,,space,3.809515,7,0,7,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,7.716989169,,space,1.26625,8,0,8,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,6.895604189,,space,0.31081,9,0,9,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,2.244824943,,space,12.73687,10,0,10,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,6.716120134,,space,11.74023,11,0,11,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,7.391090944,,space,1.4547,12,0,12,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,5.784654115,,space,0.554045,13,0,13,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,6.765476123,,space,0.351185,14,0,14,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,5.928620951,,space,0.586195,15,0,15,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,6.401399857,,space,0.684885,16,0,16,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,2.793548614,,space,0.57576,17,0,17,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,8.197886394,,space,0.424405,18,0,18,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,4.136069831,,space,0.618415,19,0,19,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,8.250375552,,space,0.362,20,0,20,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,3.811978186,,space,0.521535,21,0,21,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,3.914782509,,space,0.309995,22,0,22,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,6.828905913,,space,0.3291,23,0,23,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,9.510291945,,space,0.47692,24,0,24,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,2.981923781,,space,0.40805,25,0,25,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,9.687213216,,space,0.335835,26,0,26,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,2.08860678,,space,0.494355,27,0,27,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,4.62653477,,space,0.436535,28,0,28,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,9.741555301,,space,0.450885,29,0,29,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
,,6.395436201,,space,0.659765,30,0,30,0,1,,1,2020-05-15_01h10.27.407,PVT builder,2020.1.3,Win32,60
