Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate,key_resp.rt
space,1.75976,7.81831891,,space,0.266825,0,0,0,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,4.39931139,,space,1.48475,1,0,1,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,4.5851628,"[""space"",""space""]",space,0.222355,2,0,2,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,"[2.9533400000073016,3.448545000050217]"
,,4.862760166,,space,0.219315,3,0,3,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,5.546732407,,space,0.23763,4,0,4,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,2.194593649,,space,0.77322,5,0,5,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,3.917298258,,space,0.26898,6,0,6,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,5.135199213,,space,0.236065,7,0,7,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,2.429177832,,space,0.26987,8,0,8,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,7.411534901,"[""space""]",space,0.23608,9,0,9,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,[3.032980000018142]
,,2.945954541,,space,0.22226,10,0,10,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,8.994984056,"[""space"",""space"",""space""]",space,0.188645,11,0,11,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,"[2.150139999925159,6.600994999986142,7.867175000021234]"
,,2.635296311,,space,0.401925,12,0,12,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,4.100131887,,space,0.286425,13,0,13,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,3.951945839,,space,0.58497,14,0,14,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,9.770937922,"[""space""]",space,0.184995,15,0,15,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,[7.854209999903105]
,,4.50942584,,space,0.234285,16,0,16,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,3.572410962,,space,0.23461,17,0,17,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,4.434433458,,space,0.233885,18,0,18,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,7.69130333,,space,0.234475,19,0,19,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,8.603155538,,space,0.2175,20,0,20,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,8.358607756,,space,0.20418,21,0,21,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,6.889277372,"[""space""]",space,0.204675,22,0,22,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,[4.521530000027269]
,,7.394710967,,space,0.235635,23,0,23,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,6.592010136,,space,0.236315,24,0,24,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,7.419530628,,space,0.284055,25,0,25,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,6.19887128,,space,0.451925,26,0,26,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,7.85205619,"[""space"",""space""]",space,0.22113,27,0,27,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,"[6.364390000002459,7.814624999999069]"
,,5.223401298,,space,0.338055,28,0,28,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,9.283824852,"[""space""]",space,0.32224,29,0,29,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,[8.05602000001818]
,,4.070052403,,space,1.51856,30,0,30,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,8.713447108,,space,0.317995,31,0,31,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,9.071343432,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",space,0.532295,32,0,32,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,"[7.149719999986701,7.365785000030883,7.560345000005327,7.771195000037551,7.988419999950565,8.208579999976791,8.403015000047162,8.786820000037551]"
,,3.581458791,,space,0.99445,33,0,33,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,3.466696393,,space,1.490225,34,0,34,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,3.001546215,,space,0.51856,35,0,35,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,9.749683804,"[""space"",""space""]",space,0.275645,36,0,36,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,"[8.714954999973997,9.549355000024661]"
,,5.176043045,,space,0.717805,37,0,37,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
,,6.866673693,"[""space""]",space,0.71869,38,0,38,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,[2.687099999981001]
,,9.429367172,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",space,0.16885,39,0,39,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,"[6.501964999944903,6.699015000020154,6.893685000017285,7.089655000017956,7.266940000001341,7.442425000015646,7.624420000007376,7.80050500005018,7.982539999997243,8.165889999945648,8.337464999989606,8.516219999990426,8.666440000059083,8.849674999946728,9.065234999987297,9.244169999961741,9.401425000047311]"
,,2.122788701,,space,1.985125,40,0,40,0,1,12606,2,2020-05-26_19h02.32.590,PVT builder,2020.1.3,Win32,60,
