Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate,key_resp.rt
space,3.1568,3.384723699,,space,0.912065,0,0,0,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,6.76197163,,space,0.394295,1,0,1,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,4.006612721,,space,0.65089,2,0,2,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,5.645769026,,space,0.35231,3,0,3,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,6.058718088,,space,0.26713,4,0,4,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,4.912625192,,space,0.34782,5,0,5,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,8.295817349,,space,0.284165,6,0,6,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,2.245182796,,space,0.550585,7,0,7,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,7.999962616,,space,0.33634,8,0,8,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,2.951898833,,space,0.484645,9,0,9,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,7.544778875,,space,0.417615,10,0,10,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,8.969898558,,space,0.28651,11,0,11,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,3.114504726,,space,0.434425,12,0,12,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,2.588673949,,space,0.46876,13,0,13,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,9.006317501,,space,0.303865,14,0,14,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,3.740850031,,space,0.39368,15,0,15,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,8.7240666,,space,0.25431,16,0,16,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,4.264360215,,space,0.33471,17,0,17,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,8.632944375,"[""space""]",space,0.36372,18,0,18,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,[1.2180999999982305]
,,6.917067781,,space,0.421095,19,0,19,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,3.645815483,,space,0.25062,20,0,20,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,9.184551227,"[""space""]",space,0.46846,21,0,21,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,[4.5032999999966705]
,,5.011740338,,space,0.471465,22,0,22,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,9.385760815,,space,0.46631,23,0,23,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,4.718189692,,space,0.520985,24,0,24,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,5.461889184,,space,0.70036,25,0,25,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,3.241883727,,space,0.38747,26,0,26,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,6.235280597,"[""space""]",space,0.30236,27,0,27,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,[3.726844999997411]
,,5.132152377,,space,0.368985,28,0,28,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,4.820394471,,space,0.36852,29,0,29,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,7.629513553,,space,0.27039,30,0,30,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
,,3.176989988,,space,0.453385,31,0,31,0,1,AG1234,1,2020-09-23_16h57.36.217,PVT builder,2020.1.3,Win32,60,
