Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate,key_resp.rt
space,7.434485,2.93515599,,space,0.27528,0,0,0,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,6.980169922,,space,0.23527,1,0,1,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,3.614786218,,space,0.26638,2,0,2,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,9.389767087,,space,0.250805,3,0,3,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,2.409466615,,space,0.267475,4,0,4,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,6.093778834,,space,0.27428,5,0,5,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,2.725853764,,space,0.28461,6,0,6,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,2.605653877,,space,0.275025,7,0,7,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,2.084208192,,space,0.389365,8,0,8,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,4.83672523,,space,0.318225,9,0,9,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,6.964335202,,space,0.2678,10,0,10,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,9.253490611,"[""space""]",space,0.25092,11,0,11,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,[6.420685000000049]
,,4.262278013,,space,0.3777,12,0,12,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,3.074494611,,space,0.28385,13,0,13,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,2.549909899,,space,0.28124,14,0,14,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,2.462986028,,space,0.260655,15,0,15,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,2.320767853,,space,0.318125,16,0,16,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,8.761512723,,space,0.25577,17,0,17,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,5.563151784,,space,0.2255,18,0,18,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,7.63520104,,space,0.284685,19,0,19,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,2.006958433,,space,0.28866,20,0,20,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,7.8696566,,space,0.267635,21,0,21,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,5.408617772,,space,0.2863,22,0,22,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,5.160951037,,space,0.317725,23,0,23,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,7.446535021,"[""space""]",space,0.23921,24,0,24,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,[4.093399999999747]
,,4.316458958,,space,0.2735,25,0,25,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,3.242367862,,space,0.303675,26,0,26,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,7.86550916,,space,0.317315,27,0,27,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,9.011738552,,space,0.237085,28,0,28,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,9.266501496,,space,0.31119,29,0,29,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,9.887909729,,space,0.283975,30,0,30,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,2.181315491,,space,0.31836,31,0,31,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,4.489499556,,space,0.26746,32,0,32,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,8.699773056,,space,0.305995,33,0,33,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,7.66381037,,space,0.34139,34,0,34,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,3.227841893,,space,0.35122,35,0,35,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,9.996703999,,space,0.240815,36,0,36,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,6.652857138,,space,0.397915,37,0,37,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,5.495236658,,space,0.35685,38,0,38,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,9.797675496,,space,0.26856,39,0,39,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,7.795869442,,space,0.455635,40,0,40,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,9.50000881,,space,0.28426,41,0,41,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
,,3.302108771,,space,0.310065,42,0,42,0,1,HR12345,2,2020-06-01_09h08.24.987,PVT builder,2020.1.3,Win32,60,
