Start.keys,Start.rt,Interval_stimulus,key_resp.keys,key_resp.rt,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
,,5.562564121,,,space,0.3182,20,0,20,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,6.038999004,,,space,0.2844,21,0,21,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,8.379408357,,,space,0.3064,22,0,22,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,9.823313216,,,space,0.2708,23,0,23,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,8.061877847,,,space,0.4557,24,0,24,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,8.28987475,,,space,0.2519,25,0,25,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,4.716089135,,,space,0.2597,26,0,26,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,2.452118538,,,space,0.2516,27,0,27,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,3.064475048,,,space,0.2668,28,0,28,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,4.911367604,,,space,0.2439,29,0,29,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,3.029183892,"[""space""]",[0.15550000000001773],space,0.2568,30,0,30,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,4.431543518,,,space,0.2492,31,0,31,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,8.035317169,,,space,0.2533,32,0,32,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,6.749243886,,,space,0.2698,33,0,33,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,7.850270813,"[""space""]",[1.2643999999999664],space,0.2998,34,0,34,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,7.517906321,,,space,0.2572,35,0,35,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,8.62167554,,,space,0.2416,36,0,36,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,9.292486768,,,space,0.2368,37,0,37,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,7.468732977,,,space,0.3056,38,0,38,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,7.062903837,,,space,0.2532,39,0,39,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
,,4.547090413,,,space,0.2663,40,0,40,0,1,CA30802,2,2020-05-26_09h27.26.708,PVT builder,2020.1.3,Win32,60
