Start.keys,Start.rt,Interval_stimulus,key_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
space,1.530835,5.956233617,,100,0,100,0,1,99,EM77607,2,2020-06-08_12h53.45.883,PVT builder,2020.1.3,Win32,60
