Start.keys,Start.rt,Interval_stimulus,key_resp.keys,key_resp.rt,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
,,6.335798059,,,space,0.27143,14,0,14,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,6.995258583,,,space,0.26968,15,0,15,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,5.095893443,,,space,0.25114,16,0,16,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,8.104543199,,,space,0.29068,17,0,17,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,9.113115598,"[""space""]",[3.122380000015255],space,0.562735,18,0,18,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,5.842694616,,,space,0.2864,19,0,19,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,9.579192128,,,space,0.324185,20,0,20,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,9.078130707,,,space,0.24662,21,0,21,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,5.303798154,,,space,0.27637,22,0,22,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,9.094491081,,,space,0.269165,23,0,23,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,7.568887832,,,space,0.273855,24,0,24,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,8.141697064,"[""space""]",[6.842204999993555],space,0.286765,25,0,25,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,2.457260001,,,space,0.386445,26,0,26,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,5.891927027,"[""space""]",[3.8910850000102073],space,0.29859,27,0,27,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,5.575609933,,,space,0.23952,28,0,28,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,6.819885109,,,space,0.27156,29,0,29,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,2.698100406,,,space,0.483415,30,0,30,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,6.316350877,,,space,0.314475,31,0,31,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,7.248945073,,,space,0.302605,32,0,32,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,4.462466257,,,space,0.41322,33,0,33,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,6.675586525,,,space,0.290885,34,0,34,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,6.261938035,,,space,0.302795,35,0,35,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,5.047499197,,,space,0.40441,36,0,36,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,3.474250417,,,space,0.30293,37,0,37,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,4.058848992,,,space,0.350965,38,0,38,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
,,5.865645792,,,space,0.30271,39,0,39,0,1,EP57702,2,2020-05-17_16h14.04.410,PVT builder,2020.1.3,Win32,60
