Start.keys,Start.rt,Interval_stimulus,key_resp.keys,key_resp.rt,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
space,7.884,8.031931624,"[""space""]",[2.875],space,0.51,0,0,0,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,3.619428081,"[""space"",""space""]","[0.3040000000000873,1.2029999999999816]",space,0.653,1,0,1,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,9.333410351,,,space,0.284,2,0,2,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,9.699204853,,,space,0.354,3,0,3,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,8.333713299,,,space,0.405,4,0,4,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,8.232079124,,,space,0.452,5,0,5,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,8.732306942,,,space,0.452,6,0,6,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,2.727494388,,,space,0.436,7,0,7,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,9.166405313,,,space,0.353,8,0,8,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,5.185272434,,,space,0.322,9,0,9,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,2.882877217,,,space,0.37,10,0,10,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,9.87957822,,,space,0.287,11,0,11,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,5.224980409,,,space,0.381,12,0,12,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,3.411958522,,,space,0.433,13,0,13,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,8.999618826,,,space,0.394,14,0,14,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,4.383605457,,,space,0.435,15,0,15,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,2.325443584,,,space,0.386,16,0,16,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,7.90273816,,,space,0.329,17,0,17,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,4.399663746,,,space,0.352,18,0,18,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,4.507875869,,,space,0.387,19,0,19,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,4.01511822,,,space,0.404,20,0,20,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,9.030578363,,,space,0.369,21,0,21,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,9.386784817,,,space,0.41,22,0,22,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,8.434405223,,,space,0.443,23,0,23,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,6.650925666,,,space,0.436,24,0,24,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,4.112615373,,,space,0.532,25,0,25,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,2.561778887,,,space,0.401,26,0,26,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,3.466374334,,,space,0.37,27,0,27,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,5.368196198,,,space,0.651,28,0,28,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,7.589066381,,,space,0.387,29,0,29,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,4.14669355,,,space,0.322,30,0,30,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,8.588639541,,,space,0.37,31,0,31,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,4.934662821,,,space,0.386,32,0,32,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,5.587162621,,,space,0.45,33,0,33,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,5.997665491,,,space,0.454,34,0,34,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,7.830261529,,,space,0.351,35,0,35,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,9.817390028,,,space,0.373,36,0,36,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,6.509057671,,,space,0.486,37,0,37,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
,,9.323991566,,,space,0.367,38,0,38,0,1,SA7643,2,2020-06-24_16h35.31.079,PVT builder,2020.1.3,Win32,60
