Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
space,8.11114,2.200704173,,space,0.33117,0,0,0,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,5.364219794,,space,0.25546,1,0,1,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,6.784921164,,space,0.27392,2,0,2,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,2.580741825,,space,0.34101,3,0,3,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,7.932931347,,space,0.327305,4,0,4,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,5.32965613,,space,0.331725,5,0,5,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,6.306500313,,space,0.340345,6,0,6,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,7.327669425,,space,0.307465,7,0,7,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,8.403435654,,space,0.313115,8,0,8,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,5.693187896,,space,0.246115,9,0,9,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,4.748394951,,space,0.34619,10,0,10,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,8.598983628,,space,0.304425,11,0,11,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,5.772812,,space,0.309655,12,0,12,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,6.76097379,,space,0.29671,13,0,13,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,7.418033683,,space,0.340795,14,0,14,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,8.461581294,,space,0.46448,15,0,15,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,4.672826616,,space,0.315185,16,0,16,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,3.026786537,,space,0.323635,17,0,17,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,8.81832746,,space,0.2901,18,0,18,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,5.760771237,,space,0.42758,19,0,19,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,3.415624906,,space,0.360495,20,0,20,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,3.882447824,,space,0.322855,21,0,21,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,2.968977196,,space,0.31311,22,0,22,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,2.061078556,,space,0.31344,23,0,23,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,5.1950187,,space,0.27673,24,0,24,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,9.607323794,,space,0.28961,25,0,25,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,3.555852523,,space,0.327145,26,0,26,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,8.380874431,,space,0.298405,27,0,27,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,7.339358509,,space,0.30639,28,0,28,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,5.945204447,,space,0.33954,29,0,29,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,6.558456197,,space,0.306095,30,0,30,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,2.822129801,,space,0.323465,31,0,31,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,8.740215821,,space,0.272825,32,0,32,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,3.856434931,,space,0.34417,33,0,33,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,4.825412039,,space,0.4232,34,0,34,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
,,3.154199817,,space,0.314305,35,0,35,0,1,DS92927,2,2020-06-25_20h49.04.168,PVT builder,2020.1.3,Win32,60
