Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate,key_resp.rt
space,1.689645,7.275994652,,space,0.22183,0,0,0,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,9.609724427,"[""space""]",space,0.25224,1,0,1,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,[4.754355000011856]
,,5.166490321,,space,0.25405,2,0,2,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,8.273825601,,space,0.253695,3,0,3,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,3.577308784,,space,0.253765,4,0,4,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,7.665908409,"[""space""]",space,0.269065,5,0,5,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,[5.259779999993043]
,,9.261940266,"[""space""]",space,0.31928,6,0,6,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,[0.371145000011893]
,,6.403891291,,space,0.33545,7,0,7,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,4.399616048,,space,0.42346,8,0,8,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,8.425373776,,space,0.236085,9,0,9,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,2.542000138,,space,0.426415,10,0,10,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,9.262844718,,space,0.23653,11,0,11,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,9.250674384,,space,0.236395,12,0,12,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,8.08991415,,space,0.236245,13,0,13,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,2.795616482,,space,0.337505,14,0,14,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,6.876485053,"[""space""]",space,0.068575,15,0,15,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,[6.502264999988256]
,,9.051114593,,space,0.283115,16,0,16,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,6.671699235,"[""space"",""space""]",space,0.25117,17,0,17,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,"[5.834380000014789,6.081990000006044]"
,,9.685383248,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",space,0.01833,18,0,18,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,"[1.9024199999985285,5.103334999992512,5.424620000005234,5.733810000005178,6.2449499999929685,6.501194999989821,7.098555000004126,7.489524999982677,7.841744999983348,8.18171999999322,8.543254999996861,8.924395000009099,9.304845000006026]"
,,4.124135677,"[""space"",""space"",""space"",""space"",""space""]",space,0.23628,19,0,19,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,"[0.4240550000104122,0.8542449999949895,1.19856499999878,1.534285000001546,1.9195849999960046]"
,,3.935586497,"[""space"",""space"",""space"",""space"",""space""]",space,0.570165,20,0,20,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,"[2.433039999974426,2.849144999985583,3.1217649999889545,3.420909999986179,3.727004999993369]"
,,5.314467885,"[""space"",""space"",""space""]",space,0.722205,21,0,21,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,"[2.5593299999891315,3.738694999978179,5.188114999997197]"
,,2.677692879,,space,1.070065,22,0,22,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,6.383690929,,space,0.236505,23,0,23,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,4.711676853,,space,0.45262,24,0,24,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,3.217311845,"[""space""]",space,0.43674,25,0,25,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,[2.694885000004433]
,,4.696647427,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""lshift"",""lshift"",""lshift"",""space"",""space""]",space,0.25554,26,0,26,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,"[1.3200799999758601,1.540724999998929,1.7531249999883585,1.9515649999957532,2.2407749999838416,2.451164999976754,2.669274999992922,3.159944999992149,3.4507250000024214,3.7389449999900535,4.255539999983739,4.494370000000345]"
,,2.203664588,"[""space"",""space""]",space,0.13949,27,0,27,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,"[1.6764949999924283,2.1166299999749754]"
,,4.337593475,,space,0.325005,28,0,28,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,9.779646604,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",space,0.13753,29,0,29,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,"[5.2490450000041164,6.050740000006044,6.821189999987837,7.401624999998603,7.837674999987939,8.175755000003846,8.550599999987753,9.443185000010999]"
,,4.752211268,,space,0.339915,30,0,30,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,4.125975261,"[""space""]",space,0.270035,31,0,31,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,[2.389259999996284]
,,4.069143735,"[""space"",""space"",""space""]",space,0.324205,32,0,32,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,"[0.3593249999976251,1.649215000012191,3.965540000004694]"
,,9.940363295,"[""space""]",space,0.33683,33,0,33,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,[8.39809500001138]
,,8.864291055,"[""space""]",space,0.34195,34,0,34,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,[0.416689999983646]
,,8.431208162,"[""space"",""space"",""space"",""space""]",space,0.31954,35,0,35,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,"[6.893670000019483,7.278165000025183,7.949420000019018,8.322385000006761]"
,,4.46295197,,space,0.324145,36,0,36,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,4.210298718,,space,0.390785,37,0,37,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,4.554891687,,space,0.270115,38,0,38,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,4.564076,,space,0.255755,39,0,39,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
,,4.202232163,,space,0.47807,40,0,40,0,1,MF27049,2,2020-05-26_19h39.16.790,PVT builder,2020.1.3,Win32,60,
