Start.keys,Start.rt,Interval_stimulus,key_resp.keys,key_resp.rt,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
,,8.897968499,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.13899999999998158,0.34799999999998477,0.5459999999999923,0.7620000000000005,0.9969999999999857,1.218999999999994,1.4410000000000025,1.6779999999999973,1.8999999999999773,2.134999999999991,2.3589999999999804,2.6159999999999854,2.8419999999999845,3.0749999999999886,3.3160000000000025,3.5149999999999864,3.7369999999999948,3.953000000000003,4.171999999999997,4.385999999999996,4.611999999999995,4.812999999999988,5.033999999999992,5.251999999999981,5.489999999999981,5.750999999999976,5.953000000000003,6.209000000000003,6.395999999999987,6.649999999999977,6.907999999999987,7.189999999999998,7.424999999999983,7.671999999999997,7.9269999999999925,8.194999999999993,8.407999999999987,8.758999999999986]",space,0.088,15,0,15,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,8.442612531,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.07200000000000273,0.29400000000001114,0.5200000000000102,0.7609999999999957,1.0220000000000198,1.225999999999999,1.4579999999999984,1.6990000000000123,1.9080000000000155,2.1299999999999955,2.359000000000009,2.576000000000022,2.8160000000000025,3.0360000000000014,3.2450000000000045,3.467000000000013,3.7249999999999943,3.9630000000000223,4.195999999999998,4.418000000000006,4.63900000000001,4.853000000000009,5.075000000000017,5.304000000000002,5.531000000000006,5.765000000000015,6.030000000000001,6.2620000000000005,6.490000000000009,6.729000000000013,7.0090000000000146,7.27000000000001,7.530000000000001,7.777000000000015,8.006,8.328000000000003]",space,0.161,16,0,16,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,5.865475923,"[""space"",""u"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.21999999999999886,1.9650000000000034,2.2970000000000255,2.521000000000015,2.997000000000014,4.214000000000027,5.292000000000002,5.484000000000009,5.731000000000023]",space,0.085,17,0,17,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,7.857755642,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.1629999999999825,0.3849999999999909,0.6299999999999955,0.8990000000000009,1.1449999999999818,1.3590000000000089,1.5579999999999927,1.7849999999999966,2.007000000000005,2.2579999999999814,2.5209999999999866,2.8479999999999848,4.133999999999986,4.47999999999999,7.507999999999981,7.692999999999984]",space,0.022,18,0,18,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,4.901063205,"[""space"",""space"",""space"",""space"",""space"",""space""]","[0.9439999999999884,1.3009999999999877,2.095999999999975,2.3759999999999764,2.644999999999982,3.134999999999991]",space,0.777,19,0,19,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,3.983740744,,,space,1.76,20,0,20,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,4.388222188,"[""space""]",[3.843999999999994],space,0.576,21,0,21,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,7.148912368,"[""space"",""space"",""space"",""space"",""space""]","[2.813999999999993,3.188999999999993,4.173000000000002,4.5330000000000155,5.373000000000019]",space,0.341,22,0,22,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,5.470318228,"[""space""]",[3.9650000000000034],space,0.299,23,0,23,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,9.84616637,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[3.9659999999999798,4.292999999999978,6.468999999999994,6.770999999999987,7.056999999999988,7.509999999999991,7.806999999999988,8.113,8.464999999999975,8.810999999999979]",space,0.339,24,0,24,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,5.313160156,"[""space"",""space"",""space"",""space"",""space""]","[1.200000000000017,2.4209999999999923,3.4809999999999945,3.8780000000000143,4.6270000000000095]",space,0.107,25,0,25,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,9.028248705,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[1.8979999999999961,2.164999999999992,2.7220000000000084,4.514999999999986,4.744,5.239000000000004,5.772999999999996,6.320999999999998,6.574999999999989,6.849999999999994,7.527999999999992,8.087999999999994,8.34899999999999,8.607]",space,0.402,26,0,26,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,6.744874372,"[""space"",""space"",""space"",""space"",""space"",""space""]","[1.5089999999999861,1.7860000000000014,2.2779999999999916,2.6289999999999907,4.679999999999978,5.260999999999996]",space,0.677,27,0,27,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,3.508251969,,,space,4.515,28,0,28,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,4.281725314,,,space,0.44,29,0,29,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,4.49876838,"[""space"",""space""]","[1.4839999999999804,4.117000000000019]",space,0.596,30,0,30,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,6.101145703,"[""space"",""space""]","[0.8000000000000114,1.5880000000000223]",space,0.358,31,0,31,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,2.492456131,"[""space"",""space""]","[0.6439999999999486,2.214999999999975]",space,0.52,32,0,32,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,4.05795872,,,space,0.341,33,0,33,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,7.042686269,"[""space"",""space"",""space""]","[1.865000000000009,3.294999999999959,4.176999999999964]",space,0.521,34,0,34,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,9.512989389,"[""space"",""space"",""space""]","[2.5639999999999645,7.388999999999953,8.754999999999995]",space,0.441,35,0,35,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,2.538291092,"[""space""]",[1.11099999999999],space,0.445,36,0,36,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,7.214631472,"[""space"",""space""]","[3.7549999999999955,6.379000000000019]",space,0.427,37,0,37,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
,,2.059988419,"[""space""]",[1.9580000000000268],space,0.552,38,0,38,0,1,MFH45481,2,2020-06-08_22h07.33.733,PVT builder,2020.1.3,Win32,60
