Start.keys,Start.rt,Interval_stimulus,key_resp.keys,key_resp.rt,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
,,9.051848682,,,space,0.334045,27,0,27,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,9.942393851,,,space,0.23886,28,0,28,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,3.743107636,,,space,0.41469,29,0,29,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,8.564686953,,,space,0.29399,30,0,30,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,2.867034284,,,space,0.30103,31,0,31,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,2.561652615,,,space,0.325055,32,0,32,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,8.567505064,"[""space""]",[6.8399549999739975],space,0.291125,33,0,33,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,7.681328026,,,space,0.271755,34,0,34,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,3.593531779,,,space,0.27178,35,0,35,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,3.011466474,,,space,0.301845,36,0,36,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,2.459453468,,,space,0.281555,37,0,37,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,6.328177465,,,space,0.31966,38,0,38,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,9.958763744,,,space,0.30072,39,0,39,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
