Start.keys,Start.rt,Interval_stimulus,key_resp.keys,key_resp.rt,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
space,7.204255,8.3684952,"[""space""]",[2.4293049999978393],space,0.30594,0,0,0,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,3.86057161,,,space,0.33197,1,0,1,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,2.994598352,,,space,0.232245,2,0,2,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,5.198863547,,,space,0.264495,3,0,3,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,4.530450108,,,space,0.23804,4,0,4,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,7.737351069,,,space,0.306775,5,0,5,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,7.5943327,,,space,0.288675,6,0,6,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,3.323908977,,,space,0.26525,7,0,7,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,7.002781424,,,space,0.24993,8,0,8,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,6.943981789,,,space,0.32852,9,0,9,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,5.528439225,,,space,0.244475,10,0,10,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,2.551337382,,,space,0.275055,11,0,11,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,3.843281983,,,space,0.25968,12,0,12,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,7.705622419,,,space,0.259995,13,0,13,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,6.540294781,,,space,0.25837,14,0,14,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,7.654050263,,,space,0.26897,15,0,15,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,3.324518611,,,space,0.29515,16,0,16,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,8.915180013,,,space,15.072725,17,0,17,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,3.716666779,,,space,0.619465,18,0,18,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,4.377600082,,,space,0.33282,19,0,19,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,3.156586829,,,space,0.32417,20,0,20,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,3.157102438,,,space,0.28247,21,0,21,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,7.622223641,,,space,0.25835,22,0,22,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,8.552444257,,,space,0.27119,23,0,23,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,9.735793196,,,space,0.26636,24,0,24,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,9.461766582,,,space,0.239815,25,0,25,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
,,4.549077251,,,space,0.29076,26,0,26,0,1,RC59448,2,2020-06-16_21h24.14.746,PVT builder,2020.1.3,Win32,60
