Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
space,6.094305,7.539305983,,space,0.479025,0,0,0,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,7.79027677,,space,0.312335,1,0,1,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,2.142097134,,space,0.402305,2,0,2,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,7.147776497,,space,0.31658,3,0,3,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,6.264319878,,space,0.29144,4,0,4,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,8.007061132,,space,0.2945,5,0,5,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,7.579283072,,space,0.355325,6,0,6,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,6.241014545,,space,0.306045,7,0,7,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,9.92240938,,space,0.30634,8,0,8,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,7.643496499,,space,0.31766,9,0,9,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,6.42079832,,space,0.334025,10,0,10,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,8.985475529,,space,0.30555,11,0,11,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,4.445530426,,space,0.320435,12,0,12,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,3.241359847,,space,0.32499,13,0,13,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
,,2.252268277,,space,0.31434,14,0,14,0,1,AW79521,2,2020-07-19_19h44.58.568,PVT builder,2020.1.3,Win32,60
