Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
space,11.401,5.138608928,,space,0.358,0,0,0,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,7.532212255,,space,0.406,1,0,1,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,9.049373603,,space,0.428,2,0,2,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,8.091138416,,space,0.429,3,0,3,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,3.571237747,,space,0.444,4,0,4,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,8.624162744,,space,0.409,5,0,5,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,2.812079753,,space,0.556,6,0,6,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,2.120776699,,space,0.465,7,0,7,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,4.907077336,,space,0.453,8,0,8,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,7.37205555,,space,0.393,9,0,9,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,5.404363205,,space,0.453,10,0,10,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,4.387824776,,space,0.391,11,0,11,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,7.75458241,,space,0.362,12,0,12,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,2.185371694,,space,0.463,13,0,13,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,2.175001749,,space,0.46,14,0,14,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,8.096558517,,space,0.43,15,0,15,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,7.252008672,,space,0.392,16,0,16,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,6.77751281,,space,0.401,17,0,17,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,5.718057138,,space,0.393,18,0,18,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,3.419204678,,space,0.402,19,0,19,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,6.378722029,,space,0.367,20,0,20,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,9.788818875,,space,0.376,21,0,21,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,4.78654462,,space,0.409,22,0,22,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,4.361788783,,space,0.415,23,0,23,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,8.438661564,,space,0.424,24,0,24,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,5.825669172,,space,0.402,25,0,25,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,4.304113482,,space,0.458,26,0,26,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,4.320159176,,space,0.428,27,0,27,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,3.110790215,,space,0.426,28,0,28,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,4.639991181,,space,0.399,29,0,29,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,5.568296226,,space,0.365,30,0,30,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,9.335535238,,space,0.46,31,0,31,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,3.249189906,,space,0.392,32,0,32,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,2.678696324,,space,0.392,33,0,33,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,6.848396332,,space,0.427,34,0,34,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,9.970025598,,space,0.391,35,0,35,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,9.360276333,,space,0.43,36,0,36,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,6.78341762,,space,0.393,37,0,37,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,2.349044448,,space,0.467,38,0,38,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,6.056713227,,space,0.392,39,0,39,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,7.235043267,,space,0.429,40,0,40,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
,,8.568020094,,space,0.466,41,0,41,0,1,aj98098,2,2020-06-25_18h04.28.174,PVT builder,2020.1.3,Win32,60
