Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
space,2.759725,5.421021581,,space,0.297705,0,0,0,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,7.335934281,,space,0.277425,1,0,1,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,3.177989369,,space,0.34481,2,0,2,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,9.15453869,,space,0.27842,3,0,3,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,9.55295641,,space,0.2872,4,0,4,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,3.555030029,,space,0.303245,5,0,5,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,6.664109637,,space,0.334665,6,0,6,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,8.031267175,,space,0.270605,7,0,7,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,9.354976445,,space,0.3402,8,0,8,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,2.187981193,,space,0.41765,9,0,9,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,8.937713409,,space,0.335045,10,0,10,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,9.378481755,,space,0.26725,11,0,11,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,9.279701137,,space,0.336665,12,0,12,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,9.244813229,,space,0.321015,13,0,13,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,4.687419484,,space,0.468205,14,0,14,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,4.613620652,,space,0.418055,15,0,15,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,7.918782286,,space,0.340605,16,0,16,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,2.618801561,,space,0.443955,17,0,17,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,9.380192367,,space,0.34022,18,0,18,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,3.087855331,,space,0.32315,19,0,19,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,5.08545832,,space,0.284685,20,0,20,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,6.585834959,,space,0.401335,21,0,21,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,6.262616045,,space,0.40213,22,0,22,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,2.271049562,,space,0.32596,23,0,23,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,6.687366317,,space,0.438195,24,0,24,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,2.848534797,,space,0.4082,25,0,25,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,9.311014955,,space,0.3514,26,0,26,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,4.621398037,,space,0.45147,27,0,27,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,4.194220212,,space,0.407285,28,0,28,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,9.669862622,,space,0.284975,29,0,29,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,9.348442359,,space,0.353485,30,0,30,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,5.655810133,,space,0.36045,31,0,31,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,8.282873228,,space,0.29472,32,0,32,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,6.88424568,,space,0.51962,33,0,33,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,7.381926444,,space,0.422735,34,0,34,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,9.389696935,,space,0.35352,35,0,35,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,7.907214149,,space,0.384975,36,0,36,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
,,7.449165807,,space,0.373655,37,0,37,0,1,DD69071,2,2020-07-09_13h59.19.619,PVT builder,2020.1.3,MacIntel,60
