Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
,,5.918667562,,space,0.37346,31,0,31,0,1,DV93893,1,2020-06-17_09h02.53.835,PVT builder,2020.1.3,Win32,60
,,9.277044198,,space,0.312115,32,0,32,0,1,DV93893,1,2020-06-17_09h02.53.835,PVT builder,2020.1.3,Win32,60
,,7.927729059,,space,0.38356,33,0,33,0,1,DV93893,1,2020-06-17_09h02.53.835,PVT builder,2020.1.3,Win32,60
,,2.940680275,,space,0.399405,34,0,34,0,1,DV93893,1,2020-06-17_09h02.53.835,PVT builder,2020.1.3,Win32,60
,,2.951929663,,space,0.351965,35,0,35,0,1,DV93893,1,2020-06-17_09h02.53.835,PVT builder,2020.1.3,Win32,60
,,5.590290882,,space,0.364165,36,0,36,0,1,DV93893,1,2020-06-17_09h02.53.835,PVT builder,2020.1.3,Win32,60
,,8.536129535,,space,0.38426,37,0,37,0,1,DV93893,1,2020-06-17_09h02.53.835,PVT builder,2020.1.3,Win32,60
,,5.498700906,,space,0.39152,38,0,38,0,1,DV93893,1,2020-06-17_09h02.53.835,PVT builder,2020.1.3,Win32,60
,,6.632589524,,space,0.41994,39,0,39,0,1,DV93893,1,2020-06-17_09h02.53.835,PVT builder,2020.1.3,Win32,60
,,9.070037973,,space,0.38258,40,0,40,0,1,DV93893,1,2020-06-17_09h02.53.835,PVT builder,2020.1.3,Win32,60
