Start.keys,Start.rt,Interval_stimulus,key_resp.keys,Response.keys,Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,"Participant ID (Your initials and the last 5 digits of your phone number, example: JS45323)",Session,date,expName,psychopyVersion,OS,frameRate
space,6.34465,5.7448539,,space,0.36944,0,0,0,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,2.613367611,,space,0.343665,1,0,1,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,9.547061406,,space,0.3151,2,0,2,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,5.287248004,,space,0.34136,3,0,3,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,2.26316702,,space,0.39455,4,0,4,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,9.287363555,,space,0.342965,5,0,5,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,6.850892781,,space,0.29465,6,0,6,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,2.640401307,,space,0.33414,7,0,7,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,9.255116446,,space,0.3439,8,0,8,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,8.649416008,,space,0.314235,9,0,9,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,5.964908339,,space,0.293475,10,0,10,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,8.130656628,,space,0.320095,11,0,11,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,2.993755697,,space,0.407145,12,0,12,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,9.348660963,,space,0.35994,13,0,13,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,5.365079587,,space,0.31532,14,0,14,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,8.410360526,,space,0.28503,15,0,15,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,3.246257337,,space,0.35923,16,0,16,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,8.592277133,,space,0.305765,17,0,17,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,8.364615114,,space,0.310065,18,0,18,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,2.881970042,,space,0.43798,19,0,19,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,4.463088323,,space,0.30066,20,0,20,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,3.968273687,,space,0.32591,21,0,21,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,5.80833301,,space,0.3123,22,0,22,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,9.547267389,,space,0.261445,23,0,23,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,8.924498968,,space,0.27176,24,0,24,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,8.388598704,,space,0.290775,25,0,25,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,2.157095606,,space,0.36829,26,0,26,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,7.094590424,,space,0.32629,27,0,27,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,7.592140038,,space,0.31973,28,0,28,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,2.265049146,,space,0.4573,29,0,29,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,8.849130559,,space,0.308345,30,0,30,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,4.031899141,,space,0.342535,31,0,31,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,4.106848883,,space,0.317005,32,0,32,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,4.763108481,,space,0.304265,33,0,33,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,8.750651998,,space,0.302045,34,0,34,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,3.769748138,,space,0.305975,35,0,35,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,6.930814145,,space,0.38371,36,0,36,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,8.439708441,,space,0.358785,37,0,37,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,4.061123775,,space,0.309835,38,0,38,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,4.865495244,,space,0.301875,39,0,39,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
,,5.062103007,,space,0.335465,40,0,40,0,1,eol17976,2,2020-06-30_19h17.55.461,PVT builder,2020.1.3,Win32,60
